hypothesis,publication_id,title,doi,authors,year,abstract,full_text,subjects,topics,journals,publisher
phenotypic plasticity hypothesis,100264803,"Phenotypic Plasticity, Costs of Phenotypes, and Costs of Plasticity Toward an Integrative View",,"Hilary S. Callahan, A Heather Maughan, Ulrich K. Steinerc",2014,"Why are some traits constitutive and others inducible? The term costs often appears in work addressing this issue but may be ambiguously defined. This review distin-guishes two conceptually distinct types of costs: phenotypic costs and plasticity costs. Phenotypic costs are assessed from patterns of covariation, typically between a focal trait and a separate trait relevant to fitness. Plasticity costs, separable from phenotypic costs, are gauged by comparing the fitness of genotypes with equivalent phenotypes within two environments but differing in plasticity and fitness. Subtleties associated with both types of costs are illustrated by a body of work addressing predator-induced plasticity. Such subtleties, and potential interplay between the two types of costs, have also been addressed, often in studies involving genetic model organisms. In some in-stances, investigators have pinpointed the mechanistic basis of plasticity. In this vein, microbialwork is especially illuminating andhas three additional strengths. First, infor-mation about the machinery underlying plasticity—such as structural and regulatory genes, sensory proteins, and biochemical pathways—helps link population-level stud-ies with underlying physiological and genetic mechanisms. Second, microbial studie",,text,,,
phenotypic plasticity hypothesis,92538224,Regulatory mechanisms link phenotypic plasticity to evolvability,10.1038/srep24524,"van Gestel, Jordi, Weissing, Franz J.",2016,"Organisms have a remarkable capacity to respond to environmental change. They can either respond directly, by means of phenotypic plasticity, or they can slowly adapt through evolution. Yet, how phenotypic plasticity links to evolutionary adaptability is largely unknown. Current studies of plasticity tend to adopt a phenomenological reaction norm (RN) approach, which neglects the mechanisms underlying plasticity. Focusing on a concrete question - the optimal timing of bacterial sporulation we here also consider a mechanistic approach, the evolution of a gene regulatory network (GRN) underlying plasticity. Using individual-based simulations, we compare the RN and GRN approach and find a number of striking differences. Most importantly, the GRN model results in a much higher diversity of responsive strategies than the RN model. We show that each of the evolved strategies is pre-adapted to a unique set of unseen environmental conditions. The regulatory mechanisms that control plasticity therefore critically link phenotypic plasticity to the adaptive potential of biological populations",,info:eu-repo/semantics/article,"CRYPTIC GENETIC-VARIATION, BACILLUS-SUBTILIS, REACTION NORMS, SPORULATION, EVOLUTION, INFORMATION, BIOFILM, SIGNALS, ROBUSTNESS, ENVIRONMENTS",,'Springer Science and Business Media LLC'
phenotypic plasticity hypothesis,585155087,Data from: Plasticity via feedback reduces the cost of developmental instability,10.5061/dryad.0gb5mkkzz,"Matthey-Doret, Remi",2020,"Costs of plasticity are thought to have important physiological and evolutionary consequences. A commonly predicted cost to plasticity is that plastic genotypes are likely to suffer from developmental instability. Adaptive plasticity requires that the developing organism can in some way sense what environment it is in or how well it is performing in that environment. These two information pathways—an """"environmental signal"""" or a """"performance signal"""" that indicates how well a developing phenotype matches the optimum in the current environment—can differ in their consequences for the organism and its evolution. Here, we consider how developmental instability might emerge as a side-effect of these two distinct mechanisms. Because a performance cue allows a regulatory feedback loop connecting a trait to a feedback signal, we hypothesized that plastic genotypes using a performance signal would be more developmentally robust compared to those using a purely environmental signal. Using a numerical model of a network of gene interactions, we show that plasticity comes at a cost of developmental instability when the plastic response is mediated via an environmental signal, but not when it is mediated via a performance signal. We also show that a performance signal mechanism can evolve even in a constant environment, leading to genotypes pre-adapted for plasticity to novel environments even in populations without a history of environmental heterogeneity.Here are explanations of the meaning of each column in the dataset:  meanP: Mean phenotypic value over all replicated development of the genotype of interest.  sdP: Standard deviation in phenotypic value among all replicated development of the genotype of interest.  meanW: Mean fitness over all replicated development of the genotype of interest.  sdW: Standard deviation in fitness among all replicated development of the genotype of interest.  trait_optima: Optimal trait in the environment considered.  nbGenes: Number of genes.  Project: A coded name of the set of simulation. It is kept here in the daat for backward verification. Each project correspond to a unique treatment.  Replicate: Simulation index in the project.  Generation: Generation sampled.  Environment: Type of environment.  Signal: Type of signal. Funding provided by: Swiss National Science Foundation*Crossref Funder Registry ID: Award Number: P1SKP3_168393Funding provided by: Natural Sciences and Engineering Research Council of CanadaCrossref Funder Registry ID: http://dx.doi.org/10.13039/501100000038Award Number: RGPIN-2016-03779Funding provided by: Swiss National Science FoundationCrossref Funder Registry ID: http://dx.doi.org/10.13039/501100001711Award Number: P1SKP3_168393Data collected through numerical simulations",,"info:eu-repo/semantics/other, dataset","evolution of plasticity, network of gene interaction, developmental robustness",,
phenotypic plasticity hypothesis,224823959,Plastic responses to novel environments are biased towards phenotype dimensions with high additive genetic variation,10.1073/pnas.1821066116,"Noble, Daniel W.A., Radersma, Reinder, Uller, Tobias",2019,"Environmentally induced phenotypes have been proposed to initiate and bias adaptive evolutionary change toward particular directions. The potential for this to happen depends in part on how well plastic responses are aligned with the additive genetic variance and covariance in traits. Using meta-analysis, we demonstrate that plastic responses to novel environments tend to occur along phenotype dimensions that harbor substantial amounts of additive genetic variation. This suggests that selection for or against environmentally induced phenotypes typically will be effective. One interpretation of the alignment between the direction of plasticity and the main axis of additive genetic variation is that developmental systems tend to respond to environmental novelty as they do to genetic mutation. This makes it challenging to distinguish if the direction of evolution is biased by plasticity or genetic “constraint.” Our results therefore highlight a need for new theoretical and empirical approaches to address the role of plasticity in evolution.</p",,Article/Letter to editor,"Cryptic genetic, Evolvability, Phenotypic accommodation, Phenotypic plasticity, Variation",,
phenotypic plasticity hypothesis,26750460,Overcoming maladaptive plasticity through plastic compensation,,"Matthew R.J. MORRIS, Sean M. ROGERS",2013,"Most species evolve within fluctuating environments, and have developed adaptations to meet the challenges posed by environmental heterogeneity. One such adaptation is phenotypic plasticity, or the ability of a single genotype to produce multiple environmentally-induced phenotypes. Yet, not all plasticity is adaptive. Despite the renewed interest in adaptive phenotypic plasticity and its consequences for evolution, much less is known about maladaptive plasticity. However, maladaptive plasticity is likely an important driver of phenotypic similarity among populations living in different environments. This paper traces four strategies for overcoming maladaptive plasticity that result in phenotypic similarity, two of which involve genetic changes (standing genetic variation, genetic compensation) and two of which do not (standing epigenetic variation, plastic compensation). Plastic compensation is defined as adaptive plasticity overcoming maladaptive plasticity. In particular, plastic compensation may increase the likelihood of genetic compensation by facilitating population persistence. We provide key terms to disentangle these aspects of phenotypic plasticity and introduce examples to reinforce the potential importance of plastic compensation for understanding evolutionary change [Current Zoology 59 (4): 526–536, 2013]",,article,"Homeostasis, Canalization, Ecological speciation, Standing genetic variation, Genetic compensation, Countergradient variation, Zoology, QL1-991",Current Zoology,'Oxford University Press (OUP)'
phenotypic plasticity hypothesis,227357006,Data from: The combined effects of temporal autocorrelation and the costs of plasticity on the evolution of plasticity,10.5061/dryad.4p30k,"Siljestam, Mattias, Östman, Örjan",2017,"Adaptive phenotypic plasticity is an important source of intraspecific variation, and for many plastic traits the costs or factors limiting plasticity seem cryptic. However, there are several different factors that may constrain the evolution of plasticity, but few models have considered costs and limiting factors simultaneously. Here we use a simulation model to investigate how the optimal level of plasticity in a population depends on a fixed fitness cost for maintaining a potential for plasticity or an incremental fitness cost for producing a plastic response in combination with environmental unpredictability (environmental fluctuation speed) limiting plasticity. Our model identifies two mechanisms that act, almost separately, to constrain the evolution of plasticity: 1) The fitness cost of plasticity scaled by the non-plastic environmental tolerance, and 2) the environmental fluctuation speed scaled by the rate of phenotypic change. That is, the evolution of plasticity is constrained by the high cost of plasticity in combination with high tolerance for environmental variation, or fast environmental changes in combination with slow plastic response. Qualitatively similar results are found when fixed and incremental fitness costs of plasticity are incorporated, although a larger degree of plasticity is selected for with an incremental cost. Our model highlights that it is important to consider direct fitness costs and phenotypic limitations in relation to non-plastic environmental tolerance and environmental fluctuations, respectively, to understand what constrains the evolution of phenotypic plasticity",,"Life sciences, medicine and health care","Life sciences, medicine and health care",,
phenotypic plasticity hypothesis,151034654,Phenotypic plasticity for the tested morphometric parameters (at the branch and the colonial levels) illustrated by one-year <i>ex situ</i> growth of different preparative shapes,10.1371/journal.pone.0000644.g005,"Lee Shaish (375490), Avigdor Abelson (134223), Baruch Rinkevich (53919)",2013,<p>MP-Morphological parameter; S–Parameters found significantly different between preparatives (p<0.05); N.S.-Parameters found non-significantly different between preparatives (p>0.05).</p,,"Image, Figure","Developmental Biology, plasticity, tested, morphometric, illustrated, one-year, preparative",,
phenotypic plasticity hypothesis,343314226,A multidimensional approach to the expression of phenotypic plasticity,10.1111/1365-2435.13667,"Morel-Journel, Thibaut, Thuillier, Virginie, Pennekamp, Frank, Laurent, Estelle, Legrand, Delphine, Chaine, Alexis S., Schtickzelle, Nicolas",2020,"Phenotypic plasticity is increasingly recognized as a key element of eco‐evolutionary dynamics, but it remains challenging to assess because of its multidimensional nature. Indeed, organisms live in complex environments where numerous factors can impact the phenotypic expression of traits (inter‐environment axis), possess multiple traits that can influence each other's expression (inter‐trait axis) and differ in their genetic background (inter‐genotype axis), which can not only impact the traits' values but also their plasticity. We addressed six questions related to phenotypic plasticity: (a) do different environmental gradients show similar effects on a given trait? (b) Are the effects of two environmental gradients on a trait additive? (c) Do different traits show similar plastic response to a given environmental gradient? (d) Do the (co)variances between traits vary across environmental gradients? (e) Do genotypes differ in their plastic response to a given environmental gradient? (f) Are some genotypes more plastic than others across all traits? We designed a microcosm experiment using the protist Tetrahymena thermophila aimed at encompassing all these aspects of phenotypic plasticity. We exposed 15 distinct genotypes to 25 combinations of temperature and nutrient availability and assessed the plasticity of five phenotypic traits. Our results show strong differences in the plastic response depending on the environmental gradient, not only regarding the shape of the reaction norm of the different traits tested, but also in the overall plasticity of the organisms. We did not find any covariance between traits that was consistent across all environments. Overall, our results suggest independent impacts of the environmental dimension considered on the observed plastic response. These results underline potential difficulties in generalizing findings about plasticity to all environments and all traits",,info:eu-repo/semantics/article,"Ecology, Evolution, Behavior and Systematics, controlled microcosms, genotype × environment experiment, G-matrix, phenotypic plasticity, phenotypic syndrome, Tetrahymena thermophila, variance partitioning",,'Wiley'
phenotypic plasticity hypothesis,232265807,Sparse evidence for selection on phenotypic plasticity in response to temperature,10.1098/rstb.2018.0185,"Arnold, Pieter, Nicotra, Adrienne, Kruuk, Loeske",2019,"Phenotypic plasticity is frequently assumed to be an adaptive mechanism by which organisms cope with rapid changes in their environment, such as shifts in temperature regimes owing to climate change. However, despite this adaptive assumption, the nature of selection on plasticity within populations is still poorly documented. Here, we performed a systematic review and meta-analysis of estimates of selection on thermal plasticity. Although there is a large literature on thermal plasticity, we found very few studies that estimated coefficients of selection on measures of plasticity. Those that did do not provide strong support for selection on plasticity, with the majority of estimates of directional selection on plasticity being weak and non-significant, and no evidence for selection on plasticity overall. Although further estimates are clearly needed before general conclusions can be drawn, at present there is not clear empirical support for any assumption that plasticity in response to temperature is under selection. We present a multivariate mixed model approach for robust estimation of selection on plasticity and demonstrate how it can be implemented. Finally, we highlight the need to consider the environments, traits and conditions under which plasticity is (or is not) likely to be under selection, if we are to understand phenotypic responses to rapid environmental change.    This article is part of the theme issue ‘The role of plasticity in phenotypic adaptation to rapid environmental change’.Australian Research Council DP170101681",,Journal article,"adaptive plasticity, climate change, global warming, reaction norm, selection gradient, selection on plasticity",Philosophical Transactions of the Royal Society B Biological Sciences,'The Royal Society'
phenotypic plasticity hypothesis,490994963,Hypothesis: a Plastically Produced Phenotype Predicts Host Specialization and Can Precede Subsequent Mutations in Bacteriophage,10.1128/mBio.00765-18,Colin S. Maxwell,2018,"ABSTRACT The role of phenotypic plasticity in the evolution of new traits is controversial due to a lack of direct evidence. Phage host range becomes plastic in the presence of restriction-modification (R-M) systems in their hosts. I modeled the evolution of phage host range in the presence of R-M systems. The model makes two main predictions. The first prediction is that the offspring of the first phage to gain a new methylation pattern by infecting a new host make up a disproportionate fraction of the subsequent specialist population, indicating that the plastically produced phenotype is highly predictive of evolutionary outcome. The second prediction is that the first phage to gain this pattern is not always genetically distinct from other phages in the population. Taken together, these results suggest that plasticity could play a causal role on par with mutation during the evolution of phage host range. This uniquely tractable system could enable the first direct test of “plasticity first” evolution",,article,"bacteriophage evolution, cost of plasticity, genetic assimilation, host range, phenotypic plasticity, Microbiology, QR1-502",mBio,'American Society for Microbiology'
